country,province,case_year,case_month,cases
pr,all,1994,12,3835
pr,all,1995,1,1633
pr,all,1995,2,613
pr,all,1995,3,369
pr,all,1995,4,235
pr,all,1995,5,214
pr,all,1995,6,298
pr,all,1995,7,345
pr,all,1995,8,533
pr,all,1995,9,507
pr,all,1995,10,666
pr,all,1995,11,605
pr,all,1995,12,376
pr,all,1996,1,305
pr,all,1996,2,255
pr,all,1996,3,237
pr,all,1996,4,194
pr,all,1996,5,173
pr,all,1996,6,180
pr,all,1996,7,268
pr,all,1996,8,480
pr,all,1996,9,612
pr,all,1996,10,715
pr,all,1996,11,671
pr,all,1996,12,561
pr,all,1997,1,488
pr,all,1997,2,448
pr,all,1997,3,445
pr,all,1997,4,393
pr,all,1997,5,265
pr,all,1997,6,183
pr,all,1997,7,195
pr,all,1997,8,385
pr,all,1997,9,758
pr,all,1997,10,1155
pr,all,1997,11,1412
pr,all,1997,12,1212
pr,all,1998,1,1075
pr,all,1998,2,1248
pr,all,1998,3,1003
pr,all,1998,4,694
pr,all,1998,5,817
pr,all,1998,6,1164
pr,all,1998,7,2200
pr,all,1998,8,3923
pr,all,1998,9,1559
pr,all,1998,10,1562
pr,all,1998,11,1074
pr,all,1998,12,823
pr,all,1999,1,756
pr,all,1999,2,402
pr,all,1999,3,282
pr,all,1999,4,217
pr,all,1999,5,205
pr,all,1999,6,188
pr,all,1999,7,226
pr,all,1999,8,326
pr,all,1999,9,405
pr,all,1999,10,428
pr,all,1999,11,358
pr,all,1999,12,273
pr,all,2000,1,213
pr,all,2000,2,174
pr,all,2000,3,164
pr,all,2000,4,152
pr,all,2000,5,111
pr,all,2000,6,103
pr,all,2000,7,103
pr,all,2000,8,138
pr,all,2000,9,180
pr,all,2000,10,308
pr,all,2000,11,463
pr,all,2000,12,460
pr,all,2001,1,357
pr,all,2001,2,225
pr,all,2001,3,218
pr,all,2001,4,153
pr,all,2001,5,156
pr,all,2001,6,249
pr,all,2001,7,322
pr,all,2001,8,658
pr,all,2001,9,868
pr,all,2001,10,954
pr,all,2001,11,855
pr,all,2001,12,501
pr,all,2002,1,445
pr,all,2002,2,306
pr,all,2002,3,209
pr,all,2002,4,164
pr,all,2002,5,248
pr,all,2002,6,223
pr,all,2002,7,194
pr,all,2002,8,232
pr,all,2002,9,267
pr,all,2002,10,296
pr,all,2002,11,308
pr,all,2002,12,244
pr,all,2003,1,205
pr,all,2003,2,171
pr,all,2003,3,200
pr,all,2003,4,170
pr,all,2003,5,211
pr,all,2003,6,196
pr,all,2003,7,275
pr,all,2003,8,445
pr,all,2003,9,575
pr,all,2003,10,622
pr,all,2003,11,551
pr,all,2003,12,444
pr,all,2004,1,363
pr,all,2004,2,263
pr,all,2004,3,201
pr,all,2004,4,140
pr,all,2004,5,169
pr,all,2004,6,260
pr,all,2004,7,296
pr,all,2004,8,314
pr,all,2004,9,321
pr,all,2004,10,420
pr,all,2004,11,375
pr,all,2004,12,409
pr,all,2005,1,248
pr,all,2005,2,197
pr,all,2005,3,166
pr,all,2005,4,144
pr,all,2005,5,153
pr,all,2005,6,287
pr,all,2005,7,572
pr,all,2005,8,1119
pr,all,2005,9,1499
pr,all,2005,10,817
pr,all,2005,11,511
pr,all,2005,12,269
pr,all,2006,1,243
pr,all,2006,2,174
pr,all,2006,3,148
pr,all,2006,4,139
pr,all,2006,5,135
pr,all,2006,6,159
pr,all,2006,7,238
pr,all,2006,8,393
pr,all,2006,9,601
pr,all,2006,10,469
pr,all,2006,11,321
pr,all,2006,12,226
pr,all,2007,1,232
pr,all,2007,2,212
pr,all,2007,3,246
pr,all,2007,4,210
pr,all,2007,5,268
pr,all,2007,6,445
pr,all,2007,7,813
pr,all,2007,8,1644
pr,all,2007,9,2205
pr,all,2007,10,2755
pr,all,2007,11,1014
pr,all,2007,12,466
pr,all,2008,1,431
pr,all,2008,2,309
pr,all,2008,3,157
pr,all,2008,4,110
pr,all,2008,5,112
pr,all,2008,6,129
pr,all,2008,7,183
pr,all,2008,8,227
pr,all,2008,9,332
pr,all,2008,10,502
pr,all,2008,11,483
pr,all,2008,12,379
pr,all,2009,1,370
pr,all,2009,2,360
pr,all,2009,3,326
pr,all,2009,4,364
pr,all,2009,5,345
pr,all,2009,6,546
pr,all,2009,7,695
pr,all,2009,8,621
pr,all,2009,9,681
pr,all,2009,10,895
pr,all,2009,11,868
pr,all,2009,12,796
pr,all,2010,1,743
pr,all,2010,2,864
pr,all,2010,3,879
pr,all,2010,4,764
pr,all,2010,5,955
pr,all,2010,6,1792
pr,all,2010,7,3398
pr,all,2010,8,4186
pr,all,2010,9,3627
pr,all,2010,10,2789
pr,all,2010,11,1721
pr,all,2010,12,779
pr,all,2011,1,410
pr,all,2011,2,309
pr,all,2011,3,268
pr,all,2011,4,250
pr,all,2011,5,249
pr,all,2011,6,359
pr,all,2011,7,432
pr,all,2011,8,643
pr,all,2011,9,849
pr,all,2011,10,803
pr,all,2011,11,561
pr,all,2011,12,424
pr,all,2012,1,410
pr,all,2012,2,351
pr,all,2012,3,357
pr,all,2012,4,364
pr,all,2012,5,566
pr,all,2012,6,764
pr,all,2012,7,828
pr,all,2012,8,1124
pr,all,2012,9,1519
pr,all,2012,10,2412
pr,all,2012,11,2847
pr,all,2012,12,2551
pr,all,2013,1,2366
pr,all,2013,2,1678
pr,all,2013,3,1372
pr,all,2013,4,980
pr,all,2013,5,1082
pr,all,2013,6,1859
pr,all,2013,7,2717
pr,all,2013,8,3319
pr,all,2013,9,2610
pr,all,2013,10,1929
pr,all,2013,11,1057
pr,all,2013,12,729
pr,all,2014,1,644
pr,all,2014,2,537
pr,all,2014,3,637
pr,all,2014,4,657
pr,all,2014,5,691
pr,all,2014,6,1461
pr,all,2014,7,2733
pr,all,2014,8,4574
pr,all,2014,9,4346
pr,all,2014,10,2016
pr,all,2014,11,689
pr,all,2014,12,405
pr,all,2015,1,473
pr,all,2015,2,475
pr,all,2015,3,509
pr,all,2015,4,369
pr,all,2015,5,429
pr,all,2015,6,334
pr,all,2015,7,404
pr,all,2015,8,419
pr,all,2015,9,404
pr,all,2015,10,378
pr,all,2015,11,377
pr,all,2015,12,370
ve,amazonas,2001,1,0
ve,amazonas,2001,2,1
ve,amazonas,2001,3,0
ve,amazonas,2001,4,1
ve,amazonas,2001,5,1
ve,amazonas,2001,6,0
ve,amazonas,2001,7,17
ve,amazonas,2001,8,32
ve,amazonas,2001,9,129
ve,amazonas,2001,10,60
ve,amazonas,2001,11,1
ve,amazonas,2001,12,1
ve,amazonas,2002,1,5
ve,amazonas,2002,2,12
ve,amazonas,2002,3,3
ve,amazonas,2002,4,5
ve,amazonas,2002,5,1
ve,amazonas,2002,6,0
ve,amazonas,2002,7,0
ve,amazonas,2002,8,0
ve,amazonas,2002,9,11
ve,amazonas,2002,10,2
ve,amazonas,2002,11,6
ve,amazonas,2002,12,3
ve,amazonas,2003,1,3
ve,amazonas,2003,2,0
ve,amazonas,2003,3,0
ve,amazonas,2003,4,2
ve,amazonas,2003,5,0
ve,amazonas,2003,6,0
ve,amazonas,2003,7,0
ve,amazonas,2003,8,0
ve,amazonas,2003,9,9
ve,amazonas,2003,10,28
ve,amazonas,2003,11,2
ve,amazonas,2003,12,1
ve,amazonas,2004,1,14
ve,amazonas,2004,2,10
ve,amazonas,2004,3,2
ve,amazonas,2004,4,1
ve,amazonas,2004,5,1
ve,amazonas,2004,6,1
ve,amazonas,2004,7,4
ve,amazonas,2004,8,2
ve,amazonas,2004,9,2
ve,amazonas,2004,10,1
ve,amazonas,2004,11,1
ve,amazonas,2004,12,0
ve,amazonas,2005,1,6
ve,amazonas,2005,2,2
ve,amazonas,2005,3,1
ve,amazonas,2005,4,2
ve,amazonas,2005,5,1
ve,amazonas,2005,6,1
ve,amazonas,2005,7,5
ve,amazonas,2005,8,0
ve,amazonas,2005,9,7
ve,amazonas,2005,10,3
ve,amazonas,2005,11,30
ve,amazonas,2005,12,5
ve,amazonas,2006,1,12
ve,amazonas,2006,2,6
ve,amazonas,2006,3,3
ve,amazonas,2006,4,8
ve,amazonas,2006,5,85
ve,amazonas,2006,6,316
ve,amazonas,2006,7,381
ve,amazonas,2006,8,47
ve,amazonas,2006,9,62
ve,amazonas,2006,10,34
ve,amazonas,2006,11,26
ve,amazonas,2006,12,43
ve,amazonas,2007,1,24
ve,amazonas,2007,2,35
ve,amazonas,2007,3,23
ve,amazonas,2007,4,4
ve,amazonas,2007,5,31
ve,amazonas,2007,6,63
ve,amazonas,2007,7,67
ve,amazonas,2007,8,45
ve,amazonas,2007,9,40
ve,amazonas,2007,10,38
ve,amazonas,2007,11,9
ve,amazonas,2007,12,0
ve,amazonas,2008,1,17
ve,amazonas,2008,2,7
ve,amazonas,2008,3,4
ve,amazonas,2008,4,11
ve,amazonas,2008,5,43
ve,amazonas,2008,6,43
ve,amazonas,2008,7,29
ve,amazonas,2008,8,23
ve,amazonas,2008,9,45
ve,amazonas,2008,10,29
ve,amazonas,2008,11,32
ve,amazonas,2008,12,26
ve,amazonas,2009,1,25
ve,amazonas,2009,2,37
ve,amazonas,2009,3,22
ve,amazonas,2009,4,19
ve,amazonas,2009,5,15
ve,amazonas,2009,6,23
ve,amazonas,2009,7,28
ve,amazonas,2009,8,46
ve,amazonas,2009,9,141
ve,amazonas,2009,10,48
ve,amazonas,2009,11,87
ve,amazonas,2009,12,60
ve,amazonas,2010,1,151
ve,amazonas,2010,2,106
ve,amazonas,2010,3,204
ve,amazonas,2010,4,148
ve,amazonas,2010,5,412
ve,amazonas,2010,6,454
ve,amazonas,2010,7,289
ve,amazonas,2010,8,177
ve,amazonas,2010,9,78
ve,amazonas,2010,10,87
ve,amazonas,2010,11,109
ve,amazonas,2010,12,57
ve,amazonas,2011,1,82
ve,amazonas,2011,2,69
ve,amazonas,2011,3,51
ve,amazonas,2011,4,42
ve,amazonas,2011,5,100
ve,amazonas,2011,6,174
ve,amazonas,2011,7,281
ve,amazonas,2011,8,242
ve,amazonas,2011,9,118
ve,amazonas,2011,10,110
ve,amazonas,2011,11,86
ve,amazonas,2011,12,84
ve,amazonas,2012,1,156
ve,amazonas,2012,2,148
ve,amazonas,2012,3,112
ve,amazonas,2012,4,130
ve,amazonas,2012,5,249
ve,amazonas,2012,6,707
ve,amazonas,2012,7,327
ve,amazonas,2012,8,155
ve,amazonas,2012,9,120
ve,amazonas,2012,10,105
ve,amazonas,2012,11,95
ve,amazonas,2012,12,64
ve,amazonas,2013,1,52
ve,amazonas,2013,2,62
ve,amazonas,2013,3,77
ve,amazonas,2013,4,73
ve,amazonas,2013,5,70
ve,amazonas,2013,6,160
ve,amazonas,2013,7,183
ve,amazonas,2013,8,110
ve,amazonas,2013,9,94
ve,amazonas,2013,10,62
ve,amazonas,2013,11,52
ve,amazonas,2013,12,59
ve,amazonas,2014,1,85
ve,amazonas,2014,2,53
ve,amazonas,2014,3,64
ve,amazonas,2014,4,63
ve,amazonas,2014,5,94
ve,amazonas,2014,6,343
ve,amazonas,2014,7,437
ve,amazonas,2014,8,264
ve,amazonas,2014,9,408
ve,amazonas,2014,10,254
ve,amazonas,2014,11,163
ve,amazonas,2014,12,177
ve,amazonas,2015,1,116
ve,amazonas,2015,2,109
ve,amazonas,2015,3,121
ve,amazonas,2015,4,104
ve,amazonas,2015,5,172
ve,amazonas,2015,6,776
ve,amazonas,2015,7,337
ve,amazonas,2015,8,124
ve,amazonas,2015,9,78
ve,amazonas,2015,10,95
ve,amazonas,2015,11,100
ve,amazonas,2015,12,47
ve,anzoategui,2001,1,203
ve,anzoategui,2001,2,113
ve,anzoategui,2001,3,71
ve,anzoategui,2001,4,71
ve,anzoategui,2001,5,53
ve,anzoategui,2001,6,93
ve,anzoategui,2001,7,117
ve,anzoategui,2001,8,195
ve,anzoategui,2001,9,955
ve,anzoategui,2001,10,892
ve,anzoategui,2001,11,309
ve,anzoategui,2001,12,177
ve,anzoategui,2002,1,73
ve,anzoategui,2002,2,65
ve,anzoategui,2002,3,24
ve,anzoategui,2002,4,27
ve,anzoategui,2002,5,26
ve,anzoategui,2002,6,24
ve,anzoategui,2002,7,43
ve,anzoategui,2002,8,46
ve,anzoategui,2002,9,66
ve,anzoategui,2002,10,65
ve,anzoategui,2002,11,126
ve,anzoategui,2002,12,41
ve,anzoategui,2003,1,20
ve,anzoategui,2003,2,25
ve,anzoategui,2003,3,22
ve,anzoategui,2003,4,21
ve,anzoategui,2003,5,22
ve,anzoategui,2003,6,47
ve,anzoategui,2003,7,29
ve,anzoategui,2003,8,43
ve,anzoategui,2003,9,81
ve,anzoategui,2003,10,65
ve,anzoategui,2003,11,51
ve,anzoategui,2003,12,83
ve,anzoategui,2004,1,34
ve,anzoategui,2004,2,31
ve,anzoategui,2004,3,23
ve,anzoategui,2004,4,9
ve,anzoategui,2004,5,35
ve,anzoategui,2004,6,27
ve,anzoategui,2004,7,27
ve,anzoategui,2004,8,42
ve,anzoategui,2004,9,37
ve,anzoategui,2004,10,35
ve,anzoategui,2004,11,72
ve,anzoategui,2004,12,48
ve,anzoategui,2005,1,47
ve,anzoategui,2005,2,24
ve,anzoategui,2005,3,16
ve,anzoategui,2005,4,6
ve,anzoategui,2005,5,16
ve,anzoategui,2005,6,13
ve,anzoategui,2005,7,20
ve,anzoategui,2005,8,29
ve,anzoategui,2005,9,21
ve,anzoategui,2005,10,28
ve,anzoategui,2005,11,25
ve,anzoategui,2005,12,26
ve,anzoategui,2006,1,41
ve,anzoategui,2006,2,23
ve,anzoategui,2006,3,24
ve,anzoategui,2006,4,32
ve,anzoategui,2006,5,36
ve,anzoategui,2006,6,19
ve,anzoategui,2006,7,15
ve,anzoategui,2006,8,31
ve,anzoategui,2006,9,25
ve,anzoategui,2006,10,83
ve,anzoategui,2006,11,108
ve,anzoategui,2006,12,95
ve,anzoategui,2007,1,57
ve,anzoategui,2007,2,97
ve,anzoategui,2007,3,97
ve,anzoategui,2007,4,89
ve,anzoategui,2007,5,67
ve,anzoategui,2007,6,85
ve,anzoategui,2007,7,159
ve,anzoategui,2007,8,597
ve,anzoategui,2007,9,879
ve,anzoategui,2007,10,1268
ve,anzoategui,2007,11,722
ve,anzoategui,2007,12,464
ve,anzoategui,2008,1,394
ve,anzoategui,2008,2,250
ve,anzoategui,2008,3,202
ve,anzoategui,2008,4,71
ve,anzoategui,2008,5,51
ve,anzoategui,2008,6,80
ve,anzoategui,2008,7,107
ve,anzoategui,2008,8,74
ve,anzoategui,2008,9,218
ve,anzoategui,2008,10,273
ve,anzoategui,2008,11,330
ve,anzoategui,2008,12,262
ve,anzoategui,2009,1,297
ve,anzoategui,2009,2,165
ve,anzoategui,2009,3,184
ve,anzoategui,2009,4,79
ve,anzoategui,2009,5,101
ve,anzoategui,2009,6,105
ve,anzoategui,2009,7,79
ve,anzoategui,2009,8,231
ve,anzoategui,2009,9,244
ve,anzoategui,2009,10,359
ve,anzoategui,2009,11,601
ve,anzoategui,2009,12,278
ve,anzoategui,2010,1,223
ve,anzoategui,2010,2,347
ve,anzoategui,2010,3,455
ve,anzoategui,2010,4,302
ve,anzoategui,2010,5,362
ve,anzoategui,2010,6,339
ve,anzoategui,2010,7,268
ve,anzoategui,2010,8,492
ve,anzoategui,2010,9,471
ve,anzoategui,2010,10,473
ve,anzoategui,2010,11,525
ve,anzoategui,2010,12,209
ve,anzoategui,2011,1,239
ve,anzoategui,2011,2,146
ve,anzoategui,2011,3,115
ve,anzoategui,2011,4,80
ve,anzoategui,2011,5,85
ve,anzoategui,2011,6,38
ve,anzoategui,2011,7,70
ve,anzoategui,2011,8,130
ve,anzoategui,2011,9,141
ve,anzoategui,2011,10,228
ve,anzoategui,2011,11,177
ve,anzoategui,2011,12,137
ve,anzoategui,2012,1,159
ve,anzoategui,2012,2,60
ve,anzoategui,2012,3,60
ve,anzoategui,2012,4,60
ve,anzoategui,2012,5,37
ve,anzoategui,2012,6,98
ve,anzoategui,2012,7,175
ve,anzoategui,2012,8,197
ve,anzoategui,2012,9,254
ve,anzoategui,2012,10,292
ve,anzoategui,2012,11,199
ve,anzoategui,2012,12,225
ve,anzoategui,2013,1,257
ve,anzoategui,2013,2,157
ve,anzoategui,2013,3,93
ve,anzoategui,2013,4,44
ve,anzoategui,2013,5,34
ve,anzoategui,2013,6,57
ve,anzoategui,2013,7,60
ve,anzoategui,2013,8,48
ve,anzoategui,2013,9,126
ve,anzoategui,2013,10,240
ve,anzoategui,2013,11,180
ve,anzoategui,2013,12,209
ve,anzoategui,2014,1,180
ve,anzoategui,2014,2,207
ve,anzoategui,2014,3,118
ve,anzoategui,2014,4,52
ve,anzoategui,2014,5,50
ve,anzoategui,2014,6,98
ve,anzoategui,2014,7,91
ve,anzoategui,2014,8,136
ve,anzoategui,2014,9,374
ve,anzoategui,2014,10,268
ve,anzoategui,2014,11,144
ve,anzoategui,2014,12,110
ve,anzoategui,2015,1,102
ve,anzoategui,2015,2,69
ve,anzoategui,2015,3,61
ve,anzoategui,2015,4,33
ve,anzoategui,2015,5,21
ve,anzoategui,2015,6,34
ve,anzoategui,2015,7,51
ve,anzoategui,2015,8,176
ve,anzoategui,2015,9,195
ve,anzoategui,2015,10,296
ve,anzoategui,2015,11,327
ve,anzoategui,2015,12,215
ve,apure,2001,1,9
ve,apure,2001,2,4
ve,apure,2001,3,6
ve,apure,2001,4,9
ve,apure,2001,5,11
ve,apure,2001,6,15
ve,apure,2001,7,40
ve,apure,2001,8,142
ve,apure,2001,9,474
ve,apure,2001,10,294
ve,apure,2001,11,125
ve,apure,2001,12,88
ve,apure,2002,1,21
ve,apure,2002,2,29
ve,apure,2002,3,11
ve,apure,2002,4,14
ve,apure,2002,5,11
ve,apure,2002,6,30
ve,apure,2002,7,86
ve,apure,2002,8,76
ve,apure,2002,9,35
ve,apure,2002,10,26
ve,apure,2002,11,33
ve,apure,2002,12,5
ve,apure,2003,1,5
ve,apure,2003,2,14
ve,apure,2003,3,21
ve,apure,2003,4,62
ve,apure,2003,5,134
ve,apure,2003,6,82
ve,apure,2003,7,19
ve,apure,2003,8,31
ve,apure,2003,9,242
ve,apure,2003,10,109
ve,apure,2003,11,54
ve,apure,2003,12,32
ve,apure,2004,1,11
ve,apure,2004,2,11
ve,apure,2004,3,3
ve,apure,2004,4,5
ve,apure,2004,5,13
ve,apure,2004,6,9
ve,apure,2004,7,18
ve,apure,2004,8,30
ve,apure,2004,9,17
ve,apure,2004,10,14
ve,apure,2004,11,20
ve,apure,2004,12,32
ve,apure,2005,1,47
ve,apure,2005,2,24
ve,apure,2005,3,16
ve,apure,2005,4,33
ve,apure,2005,5,74
ve,apure,2005,6,241
ve,apure,2005,7,559
ve,apure,2005,8,405
ve,apure,2005,9,221
ve,apure,2005,10,243
ve,apure,2005,11,94
ve,apure,2005,12,57
ve,apure,2006,1,66
ve,apure,2006,2,53
ve,apure,2006,3,34
ve,apure,2006,4,31
ve,apure,2006,5,191
ve,apure,2006,6,146
ve,apure,2006,7,75
ve,apure,2006,8,56
ve,apure,2006,9,66
ve,apure,2006,10,59
ve,apure,2006,11,49
ve,apure,2006,12,95
ve,apure,2007,1,88
ve,apure,2007,2,74
ve,apure,2007,3,71
ve,apure,2007,4,37
ve,apure,2007,5,46
ve,apure,2007,6,138
ve,apure,2007,7,354
ve,apure,2007,8,600
ve,apure,2007,9,477
ve,apure,2007,10,568
ve,apure,2007,11,297
ve,apure,2007,12,151
ve,apure,2008,1,83
ve,apure,2008,2,66
ve,apure,2008,3,45
ve,apure,2008,4,15
ve,apure,2008,5,19
ve,apure,2008,6,32
ve,apure,2008,7,76
ve,apure,2008,8,30
ve,apure,2008,9,40
ve,apure,2008,10,42
ve,apure,2008,11,35
ve,apure,2008,12,30
ve,apure,2009,1,22
ve,apure,2009,2,14
ve,apure,2009,3,25
ve,apure,2009,4,12
ve,apure,2009,5,90
ve,apure,2009,6,105
ve,apure,2009,7,98
ve,apure,2009,8,247
ve,apure,2009,9,310
ve,apure,2009,10,364
ve,apure,2009,11,542
ve,apure,2009,12,153
ve,apure,2010,1,101
ve,apure,2010,2,56
ve,apure,2010,3,40
ve,apure,2010,4,118
ve,apure,2010,5,377
ve,apure,2010,6,276
ve,apure,2010,7,251
ve,apure,2010,8,415
ve,apure,2010,9,220
ve,apure,2010,10,160
ve,apure,2010,11,210
ve,apure,2010,12,102
ve,apure,2011,1,64
ve,apure,2011,2,33
ve,apure,2011,3,24
ve,apure,2011,4,7
ve,apure,2011,5,23
ve,apure,2011,6,27
ve,apure,2011,7,36
ve,apure,2011,8,30
ve,apure,2011,9,33
ve,apure,2011,10,36
ve,apure,2011,11,41
ve,apure,2011,12,42
ve,apure,2012,1,83
ve,apure,2012,2,47
ve,apure,2012,3,57
ve,apure,2012,4,64
ve,apure,2012,5,183
ve,apure,2012,6,477
ve,apure,2012,7,670
ve,apure,2012,8,287
ve,apure,2012,9,167
ve,apure,2012,10,134
ve,apure,2012,11,121
ve,apure,2012,12,49
ve,apure,2013,1,47
ve,apure,2013,2,32
ve,apure,2013,3,32
ve,apure,2013,4,43
ve,apure,2013,5,50
ve,apure,2013,6,124
ve,apure,2013,7,122
ve,apure,2013,8,62
ve,apure,2013,9,110
ve,apure,2013,10,124
ve,apure,2013,11,201
ve,apure,2013,12,135
ve,apure,2014,1,68
ve,apure,2014,2,53
ve,apure,2014,3,63
ve,apure,2014,4,39
ve,apure,2014,5,54
ve,apure,2014,6,211
ve,apure,2014,7,366
ve,apure,2014,8,492
ve,apure,2014,9,522
ve,apure,2014,10,333
ve,apure,2014,11,211
ve,apure,2014,12,132
ve,apure,2015,1,86
ve,apure,2015,2,47
ve,apure,2015,3,51
ve,apure,2015,4,33
ve,apure,2015,5,18
ve,apure,2015,6,65
ve,apure,2015,7,179
ve,apure,2015,8,574
ve,apure,2015,9,858
ve,apure,2015,10,403
ve,apure,2015,11,145
ve,apure,2015,12,35
ve,aragua,2001,1,231
ve,aragua,2001,2,208
ve,aragua,2001,3,123
ve,aragua,2001,4,163
ve,aragua,2001,5,179
ve,aragua,2001,6,263
ve,aragua,2001,7,574
ve,aragua,2001,8,758
ve,aragua,2001,9,544
ve,aragua,2001,10,293
ve,aragua,2001,11,120
ve,aragua,2001,12,118
ve,aragua,2002,1,128
ve,aragua,2002,2,92
ve,aragua,2002,3,32
ve,aragua,2002,4,38
ve,aragua,2002,5,23
ve,aragua,2002,6,35
ve,aragua,2002,7,72
ve,aragua,2002,8,86
ve,aragua,2002,9,120
ve,aragua,2002,10,85
ve,aragua,2002,11,102
ve,aragua,2002,12,88
ve,aragua,2003,1,28
ve,aragua,2003,2,35
ve,aragua,2003,3,29
ve,aragua,2003,4,10
ve,aragua,2003,5,12
ve,aragua,2003,6,37
ve,aragua,2003,7,39
ve,aragua,2003,8,65
ve,aragua,2003,9,185
ve,aragua,2003,10,116
ve,aragua,2003,11,100
ve,aragua,2003,12,111
ve,aragua,2004,1,72
ve,aragua,2004,2,51
ve,aragua,2004,3,34
ve,aragua,2004,4,17
ve,aragua,2004,5,24
ve,aragua,2004,6,39
ve,aragua,2004,7,51
ve,aragua,2004,8,69
ve,aragua,2004,9,67
ve,aragua,2004,10,86
ve,aragua,2004,11,167
ve,aragua,2004,12,115
ve,aragua,2005,1,111
ve,aragua,2005,2,66
ve,aragua,2005,3,27
ve,aragua,2005,4,29
ve,aragua,2005,5,23
ve,aragua,2005,6,58
ve,aragua,2005,7,76
ve,aragua,2005,8,199
ve,aragua,2005,9,297
ve,aragua,2005,10,391
ve,aragua,2005,11,211
ve,aragua,2005,12,169
ve,aragua,2006,1,155
ve,aragua,2006,2,101
ve,aragua,2006,3,86
ve,aragua,2006,4,39
ve,aragua,2006,5,58
ve,aragua,2006,6,30
ve,aragua,2006,7,127
ve,aragua,2006,8,152
ve,aragua,2006,9,221
ve,aragua,2006,10,709
ve,aragua,2006,11,477
ve,aragua,2006,12,477
ve,aragua,2007,1,237
ve,aragua,2007,2,274
ve,aragua,2007,3,263
ve,aragua,2007,4,256
ve,aragua,2007,5,201
ve,aragua,2007,6,334
ve,aragua,2007,7,528
ve,aragua,2007,8,522
ve,aragua,2007,9,308
ve,aragua,2007,10,268
ve,aragua,2007,11,280
ve,aragua,2007,12,334
ve,aragua,2008,1,394
ve,aragua,2008,2,166
ve,aragua,2008,3,110
ve,aragua,2008,4,30
ve,aragua,2008,5,142
ve,aragua,2008,6,149
ve,aragua,2008,7,94
ve,aragua,2008,8,132
ve,aragua,2008,9,229
ve,aragua,2008,10,234
ve,aragua,2008,11,234
ve,aragua,2008,12,428
ve,aragua,2009,1,397
ve,aragua,2009,2,266
ve,aragua,2009,3,256
ve,aragua,2009,4,149
ve,aragua,2009,5,257
ve,aragua,2009,6,387
ve,aragua,2009,7,492
ve,aragua,2009,8,914
ve,aragua,2009,9,1448
ve,aragua,2009,10,1493
ve,aragua,2009,11,2446
ve,aragua,2009,12,825
ve,aragua,2010,1,555
ve,aragua,2010,2,335
ve,aragua,2010,3,349
ve,aragua,2010,4,314
ve,aragua,2010,5,543
ve,aragua,2010,6,961
ve,aragua,2010,7,1222
ve,aragua,2010,8,1329
ve,aragua,2010,9,892
ve,aragua,2010,10,793
ve,aragua,2010,11,813
ve,aragua,2010,12,360
ve,aragua,2011,1,464
ve,aragua,2011,2,246
ve,aragua,2011,3,229
ve,aragua,2011,4,161
ve,aragua,2011,5,211
ve,aragua,2011,6,255
ve,aragua,2011,7,250
ve,aragua,2011,8,315
ve,aragua,2011,9,237
ve,aragua,2011,10,455
ve,aragua,2011,11,385
ve,aragua,2011,12,208
ve,aragua,2012,1,249
ve,aragua,2012,2,194
ve,aragua,2012,3,196
ve,aragua,2012,4,245
ve,aragua,2012,5,205
ve,aragua,2012,6,339
ve,aragua,2012,7,617
ve,aragua,2012,8,878
ve,aragua,2012,9,1004
ve,aragua,2012,10,1059
ve,aragua,2012,11,980
ve,aragua,2012,12,523
ve,aragua,2013,1,455
ve,aragua,2013,2,308
ve,aragua,2013,3,274
ve,aragua,2013,4,248
ve,aragua,2013,5,313
ve,aragua,2013,6,481
ve,aragua,2013,7,440
ve,aragua,2013,8,461
ve,aragua,2013,9,607
ve,aragua,2013,10,839
ve,aragua,2013,11,1005
ve,aragua,2013,12,962
ve,aragua,2014,1,605
ve,aragua,2014,2,444
ve,aragua,2014,3,287
ve,aragua,2014,4,206
ve,aragua,2014,5,200
ve,aragua,2014,6,408
ve,aragua,2014,7,650
ve,aragua,2014,8,771
ve,aragua,2014,9,622
ve,aragua,2014,10,281
ve,aragua,2014,11,104
ve,aragua,2014,12,114
ve,aragua,2015,1,122
ve,aragua,2015,2,132
ve,aragua,2015,3,126
ve,aragua,2015,4,68
ve,aragua,2015,5,80
ve,aragua,2015,6,137
ve,aragua,2015,7,192
ve,aragua,2015,8,294
ve,aragua,2015,9,665
ve,aragua,2015,10,1024
ve,aragua,2015,11,884
ve,aragua,2015,12,412
ve,barinas,2001,1,79
ve,barinas,2001,2,96
ve,barinas,2001,3,100
ve,barinas,2001,4,175
ve,barinas,2001,5,150
ve,barinas,2001,6,360
ve,barinas,2001,7,469
ve,barinas,2001,8,844
ve,barinas,2001,9,1713
ve,barinas,2001,10,752
ve,barinas,2001,11,189
ve,barinas,2001,12,122
ve,barinas,2002,1,97
ve,barinas,2002,2,86
ve,barinas,2002,3,99
ve,barinas,2002,4,161
ve,barinas,2002,5,151
ve,barinas,2002,6,361
ve,barinas,2002,7,386
ve,barinas,2002,8,270
ve,barinas,2002,9,261
ve,barinas,2002,10,194
ve,barinas,2002,11,138
ve,barinas,2002,12,152
ve,barinas,2003,1,88
ve,barinas,2003,2,88
ve,barinas,2003,3,70
ve,barinas,2003,4,54
ve,barinas,2003,5,43
ve,barinas,2003,6,153
ve,barinas,2003,7,204
ve,barinas,2003,8,106
